Group(s);Day;Lesson;Auditorium(s);Week;Professor(s);Department;Subject;Type;ID(s)
АДПГ31;3;2;25-111;1;доц.Губеладзе Автандил Рубенович;132;Высшая геодезия и основы координатно-временных систем;лаб.;2909
АДГ11;4;1;26-711;2;доц.Гейдор Виктория Станиславовна;135;Компьютерная графика в геодезическом и кадастровом производстве;л.;3299
ИЭБ34;3;4;26-413;1;ст.пр.Милькевич Андрей Андреевич;142;Специальная подготовка;пр.;2990
АШРР12;4;2;24-702;2;ст.пр.Алтенгоф Елена Николаевна;145;Архитектурная пропедевтика в реконструкции;лаб.;3394
МКОЗДС31;5;2;24-502 24-501;1;доц.Клименко Ирина Ахсаровна/доц.Сагалаев Алексей Вячеславович;149;Макетирование в дизайне;лаб.;3221/3223
АШГР21;4;1;24-603 25-703;2;ст.пр.Подосинина Ирина Сергеевна/доц.Чеботарев Дмитрий Викторович;150;Цифровые средства профессиональной коммуникации;лаб.;3360/3353
ИТД12;6;1;22-402;2;доц.Чистова Виктория Александровна;12;Правовое обеспечение профессиональной деятельности;л.;269
АШП12;4;2;01-402 02-702;2;доц.Чебанова Елена Владимировна/доц.Витченко Марина Александровна;34;Физика;лаб.;3534/3528
ИТД32;1;4;21-223;2;ст.пр.Попова Ирина Владимировна;37;Страхование коммерческой деятельности;пр.;740
ИОЗЭ11;6;3;25-112;1;проф.Ерошенко Татьяна Игоревна;46;Философия;пр.;3161
ЮЮ34 ЮЮ35;3;4;25-315;2;доц.Глущенко Дмитрий Владимирович;51;Адвокатура;л.;22794
ЮОЗЮ21;4;3;25-513;2;доц.Витвицкий Андрей Анатольевич;85;Право социального обеспечения;пр.;23364
ЮЮ42;4;3;25-516;1;ст.пр.Ковалева Анастасия Валерьевна;86;Криминология;пр.;3700
АИВВ41;5;2;21-001 21-211 21-221;2;зав.к.Бутко Денис Александрович/преп.Пономаренко Юлия Петровна/асс.Кулик Иван Анатольевич;101;"Модуль ""Технология водоподготовки и очистки сточных вод""";пр.;3180/23635/23053
АИСК21;6;3;21-221;2;асс.Гришин Григорий Сергеевич;104;Теплогазоснабжение и вентиляция;пр.;3168
АИТВ21;1;1;21-401;1;проф.Моргун Любовь Васильевна;109;Строительные материалы;л.;1384
АССУ53;1;4;26-412;1;доц.Труфанова Елена Васильевна;110;Сейсмостойкость сооружений;пр.;3324
АША21;1;2;25-513 25-510;1;ст.пр.Ляпина Светлана Александровна/доц.Гулимова Наталья Кузьминична;115;Архитектурное проектирование;лаб.;3438/24956
АСП46;6;2;25-703 25-407;2;асс.Пирожникова Татьяна Леонидовна/асс.Леонова Дарья Александровна;117;Конструкции из дерева и пластмасс;лаб.;6213/22586
ИМ13;6;3;10-205;2;ст.пр.Смирнова Ирина Юрьевна;127;Практики работы с данными;пр.;76
АДТТП33;2;3;08-227;1;асс.Костенко Анастасия Александровна;128;Единая транспортная система;пр.;22563
АДАД21;1;3;26-601;1;доц.Конорева Ольга Валериевна;130;Информационные технологии при проектировании транспортных сооружений;лаб.;6191
АДГ21;4;2;21-304;1;ст.пр.Арсеньев Дмитрий Михайлович;132;Геодезическое инструментоведение;лаб.;2918
АДОМп41;6;4;26-705;1;доц.Ярышева Татьяна Валентиновна;135;Инвентаризация земель и объектов недвижимости;л.;6255
ИЭБ21 ИЭБ22;3;2;21-311а;1;доц.Селезнева Екатерина Михайловна;142;Профессиональная этика и служебный этикет;л.;2987
МКОЗДК21;3;2;24-301;1;доц.Попов Александр Владимирович;145;История искусств Нового времени;л.;3392
МКОЗДК21;6;3;21-403;1;ст.пр.Кожина Наталия Васильевна;149;Фотографика;л.;22689
АШП41;2;5;22-502 25-506;2;доц.Протопопова Дарья Александровна/асс.Бутенко Екатерина Викторовна;150;Анализ и моделирование архитектурной среды;лаб.;3351/22729
ИЭ31;2;2;25-118;2;доц.Анциферова Наталья Александровна;12;Правовое обеспечение профессиональной деятельности;л.;1235
АДС11;6;2;08-232 01-223;2;доц.Чебанова Елена Владимировна/доц.Брылева Марина Анатольевна;34;Физика;лаб.;3534/3526
ЮОЗЮS23;1;3;25-118;1;ст.пр.Семиглазова Владислава Андреевна;37;Экономика;пр.;1377
АСП23;2;1;01-211;2;проф.Харламова Галина Сергеевна;46;Философия;пр.;22709
ЮЮ25 ЮЮ22 ЮЮ23;6;2;25-316;1;проф.Комова Наталья Борисовна;51;Семейное право;л.;3613
ЮОЗЮ31;1;4;26-405а;1;доц.Мирошниченко Анна Юрьевна;85;Защита прав потребителей;пр.;23154
ЮЮ15 ЮЮ11 ЮЮ18;6;1;25-305;2;доц.Сагирян Инга Григорьевна;86;Судебное красноречие;л.;489
АСП23;2;3;01-211 01-219;2;ст.пр.Шишова Оксана Петровна/асс.Шаркова Марина Викторовна;101;Водоснабжение и водоотведение;лаб.;3182/3128
АИТБ41;5;4;23-220;2;доц.Парамонова Оксана Николаевна;104;Методы и средства систем и комплексов природообустройства;л.;3020
АИСК21;2;3;23-207;1;асс.Божко Юлия Александровна;109;История архитектуры и строительства;пр.;22447
АДАМТ21;5;1;21-401;2;ст.пр.Тюрина Василина Сергеевна;110;Строительная механика;л.;3331
АША22;1;2;25-114 25-111;2;ст.пр.Брыкова Наталья Алексеевна/асс.Фомина Алёна Олеговна;115;Компьютерная архитектурная графика;лаб.;3439/3716
АСП44;4;3;22-402 22-502;1;асс.Леонова Дарья Александровна/асс.Пирожникова Татьяна Леонидовна;117;Конструкции из дерева и пластмасс;лаб.;22586/6213
ИМ15;2;1;25-118;2;доц.Азаров Даниил Анатольевич;127;Математика;пр.;62
АДТТП31;2;4;26-801;2;доц.Поздняков Михаил Николаевич;128;Транспортное планирование;л.;3368
АДАМТ21;3;3;26-610;2;асс.Акулов Владимир Владимирович;130;Строительные машины в мосто и тоннелестроении;л.;22623
АИТВ11;5;1;21-223 21-221;2;доц.Туполева Галина Константиновна/ст.пр.Гермак Оксана Викторовна;132;Геодезия;лаб.;3079/3081
АДГК31;2;2;26-705;1;доц.Гейдор Виктория Станиславовна;135;Геоинформатика;л.;3299
ИЭБ31;1;2;21-311а;2;доц.Шумилина Вера Евгеньевна;142;Оценка и управление стоимостью предприятия (организации);пр.;2989
АШГР21;4;1;24-801;1;асс.Новичихина Анастасия Андреевна;145;История  архитектуры и градостроительства;пр.;24849
МКДК21;1;3;24-502;1;асс.Шабанова Аделина Александровна;149;Основы проектной графики;пр.;24916
АШГР41;5;2;25-703 21-223;1;ст.пр.Подосинина Ирина Сергеевна/доц.Карасева Лариса Владленовна;150;Архитектурная физика;лаб.;3360/3346
ЮЮ23;6;1;25-516;1;преп.Сиволапенко Елена Владимировна;12;Финансовое право;пр.;22553
АИПСМ11;2;2;25-114 25-111;1;доц.Чебанова Елена Владимировна/доц.Витченко Марина Александровна;34;Физика;лаб.;3534/3528
ИЭ16;3;3;25-315;1;доц.Шафиева Юлия Николаевна;37;Макроэкономика;л.;734
АСГПУ11;5;1;25-516;2;проф.Ерошенко Татьяна Игоревна;46;Философия;пр.;3161
ЮОЗЮS23;6;1;25-118;1;доц.Москалева Татьяна Александровна;51;Гражданский процесс;пр.;22684
ЮОЗЮ42;2;3;22-502;1;доц.Мирошниченко Анна Юрьевна;85;Жилищное право;пр.;23154
ЮЮS31;3;4;25-115;2;доц.Затона Роман Евгеньевич;86;Судебная экспертиза;л.;8770
АИСЭЖ21;4;2;08-023;1;доц.Самарская Наталья Сергеевна;104;Альтернативная энергетика;пр.;1414
АСП24;4;1;25-407 25-507;1;доц.Курилова Светлана Николаевна/асс.Дементьева Екатерина Владимировна;109;Строительные материалы;лаб.;2810/22448
АСП43;3;5;22-402;1;проф.Гайджуров Петр Павлович;110;Спецкурс по кафедре ТМ;л.;3333
АША11;4;2;25-703 25-407;1;асс.Лопаткина Анна Сергеевна/проф.Шаталов Александр Анатольевич;115;Пространственно-композиционное моделирование и архитектурная графика;лаб.;22140/24000
АСП43;4;2;22-402 22-502;1;асс.Пирожникова Татьяна Леонидовна/асс.Леонова Дарья Александровна;117;Конструкции из дерева и пластмасс;лаб.;6213/22586
АИТСЭ11;5;3;21-117;1;ст.пр.Смирнова Ирина Юрьевна;127;Математика;пр.;76
АДТТП33;2;2;08-227 08-317;1;асс.Домбалян Анжелика Вагановна/ст.пр.Солодовченко Ирина Юрьевна;128;Планирование транспортного спроса;лаб.;22562/3371
АСП22 АСП26;3;1;25-206;2;доц.Веремеенко Андрей Анатольевич;130;Средства механизации строительства;л.;3039
АДГ41;6;3;21-307;2;ст.пр.Бобкина Валерия Александровна;132;Прикладная геодезия;л.;2915
АДГК41;3;4;26-701;2;асс.Гаранова Мария Валерьевна;135;Делопроизводство в кадастре;пр.;23030
ИЭБ52;6;5;21-311а;2;ст.пр.Соколова Альбина Николаевна;142;Практикум по бухгалтерскому (финансовому) учету и отчетности;пр.;2992
АШРР11;3;1;24-702 24-905;2;ст.пр.Лыжова Анна Юрьевна/ст.пр.Кошевой Алексей Игоревич;145;Компьютерная графика для реставраторов;лаб.;3226/3398
МКОЗДК31;5;4;24-501;2;асс.Денисенко Альвина Михайловна;149;Компьютерная графика в дизайне;лаб.;24032
АШГР41;1;4;24-602 24-603;1;ст.пр.Подосинина Ирина Сергеевна/доц.Чеботарев Дмитрий Викторович;150;Территориальные информационные системы;лаб.;3360/3353
ИОЗЭ13;5;2;06-502;1;преп.Минченко Екатерина Витальевна;12;Правовое обеспечение профессиональной деятельности;пр.;22899
АДПГ21;2;4;25-115 25-610;2;доц.Витченко Марина Александровна/доц.Чебанова Елена Владимировна;34;Физика;лаб.;3528/3534
ИТД43;3;5;25-217;1;ст.пр.Шевченко Елена Игоревна;37;Логистика поставок международных грузов;пр.;748
АСП22;3;3;01-109;1;проф.Харламова Галина Сергеевна;46;Философия;пр.;22709
ЮЮ35;3;2;25-115;2;доц.Глущенко Дмитрий Владимирович;51;Гражданский процесс;пр.;22794
ЮЮ42;6;5;26-413;1;доц.Верещагина Лилия Николаевна;85;Операции с недвижимостью;пр.;22622
ЮЮS11;6;1;25-311;1;доц.Сараев Николай Вячеславович;86;Противодействие коррупции;пр.;1244
АССУ21;1;1;21-221;2;доц.Ткачева Юлия Юрьевна;104;Теплогазоснабжение и вентиляция;лаб.;23516
АИТЭПГ11;2;2;02-702;1;зав.к.Котляр Владимир Дмитриевич;109;Введение в профессиональную деятельность;л.;1383
АСЭУН21;5;3;22-402;1;асс.Чубка Юсра Шукриевна;110;Строительная механика;пр.;3332
АША21;5;1;21-125 21-117;1;асс.Фомина Алёна Олеговна/ст.пр.Брыкова Наталья Алексеевна;115;Компьютерная архитектурная графика;лаб.;3716/3439
АСП41;5;3;21-211 25-111;2;асс.Леонова Дарья Александровна/асс.Пирожникова Татьяна Леонидовна;117;Конструкции из дерева и пластмасс;лаб.;22586/6213
АДТТП13;4;3;25-414;2;доц.Волосатова Татьяна Анатольевна;127;Математика;пр.;3005
АДТТП42;2;5;26-801;1;асс.Лызганов Максим Сергеевич;128;Рынок транспортных услуг и качество транспортного обслуживания;пр.;23537
АДАД41;2;4;26-612;1;доц.Терюкова Лидия Ивановна;130;Автоматизированное проектирование дорог;лаб.;3109
АССУ11;5;1;25-410 25-510;1;ст.пр.Калачева Наталья Александровна/ст.пр.Гугуева Оксана Александровна;132;Геодезия;лаб.;2922/3080
АДОМ31;3;4;26-705;2;доц.Тихонова Ксения Владимировна;135;Земельный кадастр;л.;3300
АИССП41;4;5;22-402;1;доц.Шатохина Юлия Ивановна;142;Менеджмент в организации;л.;2988
АШРР41;6;2;24-902;2;ст.пр.Лебедева Ольга Викторовна;145;Реконструкция и реставрация архитектурного наследия;л.;3399
МКОЗДС31;5;4;22-502;2;доц.Наумова Екатерина Григорьевна;149;История мебели;пр.;3224
АШГР11;2;3;25-112 25-111;2;асс.Иванченко Елизавета Алексеевна/асс.Бутенко Екатерина Викторовна;150;Градостроительное проектирование (пропедевтика);лаб.;22731/22729
АИСК11;6;1;08-232 01-223;2;доц.Чебанова Елена Владимировна/доц.Брылева Марина Анатольевна;34;Физика;лаб.;3534/3526
АДГ21;5;2;25-516;1;ст.пр.Семиглазова Владислава Андреевна;37;Технологическое предпринимательство;л.;1377
АДПГ52;2;4;21-223;2;проф.Гетманов Иван Петрович;46;Политология;пр.;3581
ЮОЗЮS31;5;1;25-511;2;доц.Москалева Татьяна Александровна;51;Защита трудовых прав работников;пр.;22684
ЮЮ37 ЮЮ35 ЮЮ33;6;3;22-504;2;доц.Ревякин Михаил Николаевич;85;Гражданское право;л.;24050
ЮЮ16;3;1;25-311;1;ст.пр.Ковалева Анастасия Валерьевна;86;Учебная практика/Ознакомительная практика;пр.;3700
АИССП31;1;4;23-211;1;доц.Самарская Наталья Сергеевна;104;Промышленная экология;лаб.;1414
АССУ21;5;1;25-512 25-112;1;асс.Халюшева Ольга Николаевна/доц.Мальцева Инна Владиславовна;109;Строительные материалы;лаб.;23833/1390
АШП11;5;2;25-704;2;доц.Языев Сердар Батырович;110;Теоретическая механика;пр.;3328
АША31;6;3;21-125 21-117;2;асс.Тарасов Антон Андреевич/доц.Морковин Александр Борисович;115;Архитектурное проектирование;лаб.;24015/3440
АСП45;5;2;21-211 21-221;2;асс.Леонова Дарья Александровна/асс.Пирожникова Татьяна Леонидовна;117;Конструкции из дерева и пластмасс;лаб.;22586/6213
АСП13;2;3;25-114;2;доц.Данекянц Анжелика Генриковна;127;Математика;пр.;3006
АДТТП42;4;1;26-813;1;ст.пр.Солодовченко Ирина Юрьевна;128;Управление персоналом;пр.;3371
АДАД31;5;5;26-601;2;доц.Конорева Ольга Валериевна;130;Водоотведение на транспортных сооружениях;л.;6191
АДПГ32 АДПГ31;4;3;21-307;2;доц.Кирильчик Лариса Федоровна;132;Инженерно-геодезические изыскания линейных сооружений;л.;2907
АДГК41;2;3;26-701;2;доц.Овчинникова Наталья Геннадьевна;135;Экономика градостроительства;пр.;3296
ИЭБ31;1;4;21-117;2;ст.пр.Милькевич Андрей Андреевич;142;Бухгалтерская (финансовая) отчетность;пр.;2990
АШРР11;5;1;24-905 21-211;1;ст.пр.Лыжова Анна Юрьевна/доц.Попов Александр Владимирович;145;Архитектурная колористика в реставрации;лаб.;3226/3392
МКДК41;6;5;24-502;1;ст.пр.Кожина Наталия Васильевна;149;Анимация;пр.;22689
АШГР21;5;3;24-602 24-603;2;доц.Веропотвельян Ася Сергеевна/доц.Дворников Юрий Яковлевич;150;Градостроительное проектирование;лаб.;22165/3356
АССУ13;2;3;25-115 25-111;2;доц.Витченко Марина Александровна/доц.Чебанова Елена Владимировна;34;Физика;лаб.;3528/3534
ИТД33;6;4;25-217;1;ст.пр.Попова Ирина Владимировна;37;Страхование в логистике;пр.;740
ИТД12;3;1;22-502;1;доц.Куликов Дмитрий Константинович;46;Философия;пр.;3588
ЮЮ42;1;4;25-115;1;доц.Глущенко Дмитрий Владимирович;51;Административный процесс;пр.;22794
ЮЮ24;3;3;22-402;1;доц.Понежин Михаил Юрьевич;85;Гражданское право;пр.;23057
ЮЮS31;3;3;25-111;1;ст.пр.Ковалева Анастасия Валерьевна;86;Криминалистика;пр.;3700
АИТВ21;6;2;21-122 21-125;2;доц.Ткачева Юлия Юрьевна/ст.пр.Пирожникова Анастасия Петровна;104;Теплогазоснабжение и вентиляция;лаб.;23516/3174
АСП25;2;1;26-405а 23-207;1;доц.Каклюгин Александр Викторович/доц.Наумов Алексей Александрович;109;Строительные материалы;лаб.;1387/1391
АССУ32;1;3;26-412;1;ст.пр.Савельева Нина Александровна;110;Строительная механика;пр.;3330
АСП42;5;1;21-211 21-221;2;асс.Леонова Дарья Александровна/асс.Пирожникова Татьяна Леонидовна;117;Конструкции из дерева и пластмасс;лаб.;22586/6213
АИТВ11;1;1;21-117;1;доц.Волосатова Татьяна Анатольевна;127;Практики работы с данными;пр.;3005
АДТТП33;3;2;06-206;2;асс.Лызганов Максим Сергеевич;128;Организация транспортных услуг и безопасность транспортного процесса;пр.;23537
АДАД31;3;3;26-605;1;доц.Черных Дмитрий Сергеевич;130;Искусственные сооружения на автомобильных дорогах;л.;3114
АДГ11;4;2;25-111;2;доц.Туполева Галина Константиновна;132;Геодезия;л.;3079
АДГК21;3;2;26-710;2;доц.Аксёнова Елена Геннадьевна;135;Инженерное обустройство;л.;3295
ИЭБ53;4;2;25-115;1;ст.пр.Соколова Альбина Николаевна;142;Практикум по бухгалтерскому (финансовому) учету и отчетности;пр.;2992
МКДС21;5;2;21-125;1;ст.пр.Лыжова Анна Юрьевна;145;История искусств Нового времени;пр.;3226
МКДК11;3;3;22-502;2;ст.пр.Саяпина Лариса Юрьевна;149;Профессиональные коммуникации в дизайне;пр.;3220
АШГР11;5;2;24-603 25-703;2;асс.Иванченко Елизавета Алексеевна/асс.Бутенко Екатерина Викторовна;150;Архитектурное проектирование (пропедевтика);лаб.;22731/22729
АСП11;3;2;25-115 25-111;2;проф.Павлов Андрей Николаевич/доц.Русакова Елизавета Борисовна;34;Физика;лаб.;3533/3523
ИТД31;1;1;21-223;2;доц.Рудская Елена Николаевна;37;Экономические основы ценообразования;пр.;727
АИСЭЖ21;2;1;25-506;1;доц.Сорокин Геннадий Вениаминович;46;Философия;л.;3136
ЮЮ34;3;2;25-315;2;доц.Казанцева Ольга Геннадьевна;51;Арбитражный процесс;л.;6116
ЮОЗЮ12;5;2;25-111;2;зав.к.Рыбак Светлана Викторовна;85;Римское право;пр.;1601
ЮЮ24;1;1;25-115;2;доц.Рябко Наталья Владимировна;86;Уголовное право;пр.;6235
АИТВ31;5;1;23-211;2;доц.Тихомиров Алексей Леонидович;104;Центральное теплоснабжение;пр.;3179
АСП27;5;2;21-221;2;доц.Каклюгин Александр Викторович;109;Строительные материалы;л.;1387
БТТ21;6;3;01-113 01-193;2;доц.Труфанова Елена Васильевна/асс.Чубка Юсра Шукриевна;110;Механика;лаб.;3324/3332
АИВВ11;6;1;22-402;1;доц.Чуб Елена Григорьевна;127;Практики работы с данными;пр.;3013
АДТТП43;6;5;26-813;2;доц.Еремина Любовь Валериевна;128;Терминальные системы;лаб.;3090
АДАМТ31;2;4;26-610;2;доц.Конорева Ольга Валериевна;130;Основы САПР мостовых сооружений;лаб.;6191
АСП16;4;2;21-303 21-304;2;ст.пр.Гермак Оксана Викторовна/ст.пр.Корженевская Ирина Владимировна;132;Геодезия;лаб.;3081/2916
АДГК11;3;3;26-710;2;доц.Тихонова Ксения Владимировна;135;Основы правового обеспечения кадастровых, геодезических и землеустроительных работ;л.;3300
ИЭБ51 ИЭБ52 ИЭБ53;3;5;21-311а;2;доц.Золотарева Ирина Владимировна;142;Информационные системы в сфере экономической безопасности;л.;2981
АШГР41;1;5;24-702;1;ст.пр.Алтенгоф Елена Николаевна;145;Архитектурно-строительное проектирование-2;лаб.;3394
МКОЗДК31;5;2;22-501;2;ст.пр.Костырина Елена Константиновна;149;Книжная графика;л.;3227
АШГР41;1;3;24-603 22-402;1;ст.пр.Подосинина Ирина Сергеевна/доц.Чеботарев Дмитрий Викторович;150;Территориальное планирование;лаб.;3360/3353
АДТТП13;5;3;25-410 25-513;2;доц.Брылева Марина Анатольевна/проф.Павлов Андрей Николаевич;34;Физика;лаб.;3526/3533
ИОЗГ11;2;1;21-221;1;доц.Текучева Светлана Николаевна;37;Основы торгового дела;л.;728
АИТВ21;6;1;21-125;2;доц.Сорокин Геннадий Вениаминович;46;Философия;пр.;3136
ЮОЗЮS21;6;2;25-118;1;доц.Москалева Татьяна Александровна;51;Семейное право;пр.;22684
ЮОЗЮS22;6;4;25-118;1;доц.Витвицкий Андрей Анатольевич;85;Право социального обеспечения;пр.;23364
ЮЮ22;1;2;22-402;2;доц.Сагирян Инга Григорьевна;86;Судебное красноречие;пр.;489
АИТВ21;5;2;21-122 21-125;1;доц.Букаров Николай Викторович/асс.Гришин Григорий Сергеевич;104;Теоретические основы теплотехники: Тепломассобмен;лаб.;3164/3168
АИТХОМ31;1;2;23-214;2;ст.пр.Лазарева Яна Владимировна;109;Техническая эстетика объектов строительства;лаб.;1393
АССУ52;4;4;26-412;2;ст.пр.Тюрина Василина Сергеевна;110;Нелинейные задачи строительной механики;пр.;3331
ИОЗМS11;2;3;25-206;1;зав.к.Павлов Игорь Викторович;127;Математика;л.;3002
АДТТП31;6;3;26-812 26-413;2;ст.пр.Мирончук Александр Александрович/доц.Поздняков Михаил Николаевич;128;Организация движения;лаб.;3367/3368
АСП23;5;3;21-221;2;доц.Веремеенко Андрей Анатольевич;130;Средства механизации строительства;пр.;3039
АДПГ21;5;3;25-114;2;доц.Туполева Галина Константиновна;132;Геодезия;лаб.;3079
АДОМп41;5;3;25-703;1;доц.Аксёнова Елена Геннадьевна;135;Основы мелиорации земель;л.;3295
ИЭБ43;3;2;21-311а;2;асс.Сидоренко Елена Николаевна;142;Налоговый учет и отчетность;пр.;7639
МКОЗДК21;6;1;24-702;1;ст.пр.Лыжова Анна Юрьевна;145;История искусств Нового времени;пр.;3226
МКДК41;6;6;24-502;1;ст.пр.Кожина Наталия Васильевна;149;Анимация;л.;22689
АШГР31;2;2;24-602 24-603;2;асс.Бутенко Екатерина Викторовна/асс.Иванченко Елизавета Алексеевна;150;Основы профессиональных коммуникаций (графические средства);лаб.;22729/22731
АСП12;3;1;25-115 25-111;2;доц.Русакова Елизавета Борисовна/проф.Павлов Андрей Николаевич;34;Физика;лаб.;3523/3533
ЮОЗЮS23 ЮОЗЮS22 ЮОЗЮS21;5;2;22-402;2;ст.пр.Семиглазова Владислава Андреевна;37;Экономика;л.;1377
АШГР21;4;3;25-703;2;проф.Гетманов Иван Петрович;46;Философия;пр.;3581
ЮЮS21;6;2;25-118;1;зав.к.Студеникина Светлана Викторовна;51;Гражданский процесс;пр.;941
ЮЮ31;5;1;25-313;1;доц.Верещагина Лилия Николаевна;85;Защита прав потребителей;пр.;22622
ЮОЗЮS22;5;3;22-402;2;доц.Загайнова Юлия Васильевна;86;Уголовное право;пр.;22519
АИСЭЖ21;2;2;25-506;1;проф.Гурова Оксана Сергеевна;104;Основы проектирования биогазовых и низкопотенциальных энергетических установок и комплексов;пр.;3016
АИСК21;4;2;25-407 25-507;1;асс.Порохня Аксинья Сергеевна/асс.Дементьева Екатерина Владимировна;109;Строительные материалы;лаб.;23789/22448
АДАМТ21;4;3;26-405а;2;ст.пр.Тюрина Василина Сергеевна;110;Строительная механика;пр.;3331
АШП11 АШП12;2;1;25-118;1;доц.Сайфутдинова Наталья Анатольевна;127;Математика;л.;3010
АДТТП31;6;2;26-812 26-813;2;доц.Поздняков Михаил Николаевич/ст.пр.Проскурина Олеся Вячеславовна;128;Транспортное планирование;лаб.;3368/3369
АДГ31;6;1;25-703;2;ст.пр.Корженевская Ирина Владимировна;132;Прикладная информатика в геодезии;лаб.;2916
АДОМ21;6;2;26-705;1;доц.Аксёнова Елена Геннадьевна;135;Инженерное обустройство территории;л.;3295
ИЭБ52;2;6;21-117;1;доц.Капранов Алексей Владимирович;142;Уголовный процесс;пр.;179
АШРР21;2;2;24-702 24-801;2;ст.пр.Комарова Светлана Евгеньевна/ст.пр.Егорова Анастасия Владимировна;145;Архитектурное реставрационное проектирование;лаб.;3349/3396
МКОЗДК11;1;1;22-502 25-506;1;доц.Клименко Ирина Ахсаровна/асс.Турикова Анна Владимировна;149;Цветоведение и колористика;лаб.;3221/24027
АШГР11;3;1;24-602 24-603;2;асс.Иванченко Елизавета Алексеевна/асс.Бутенко Екатерина Викторовна;150;Пространственно-композиционное моделирование для градостроителей;лаб.;22731/22729
АДГ11;6;6;08-232 01-223;2;проф.Павлов Андрей Николаевич/доц.Русакова Елизавета Борисовна;34;Физика;лаб.;3533/3523
ИТД42;2;5;25-217;1;ст.пр.Шевченко Елена Игоревна;37;Логистика поставок международных грузов;пр.;748
АСП27;3;2;01-109;1;проф.Харламова Галина Сергеевна;46;Философия;пр.;22709
ЮЮS31;1;3;25-115;1;доц.Глущенко Дмитрий Владимирович;51;Административный процесс;л.;22794
ЮЮS21;1;3;26-405а;1;доц.Витвицкий Андрей Анатольевич;85;Право социального обеспечения;пр.;23364
ЮОЗЮ12;4;1;25-118;1;доц.Миллеров Евгений Владимирович;86;Правоохранительные органы;пр.;23348
АИТВ41;4;3;23-211;1;асс.Николаев Александр Иванович;104;"Модуль: ""Современные системы климатизации зданий""";пр.;3172
АИТХОМ41;1;2;21-221;2;ст.пр.Терехина Юлия Викторовна;109;Проектирование участков;пр.;2834
АДПГ31;1;3;26-412;1;доц.Труфанова Елена Васильевна;110;Строительная механика;пр.;3324
АШП12;3;1;25-118;2;ст.пр.Коровина Ксения Сергеевна;127;Практики работы с данными;пр.;71
АДТТП32;2;1;26-801 26-812;2;асс.Костенко Анастасия Александровна/ст.пр.Солодовченко Ирина Юрьевна;128;Единая транспортная система;лаб.;22563/3371
АДПГ51 АДПГ52;6;5;21-307;1;доц.Губеладзе Автандил Рубенович;132;Геодезическое обеспечение возведения уникальных зданий, сооружений и производственной продукции;л.;2909
АДГК21;2;1;21-223;1;асс.Шевцова Анна Геннадьевна;135;Инженерное обустройство;пр.;22445
ИЭБ53;3;6;21-311а;2;доц.Капранов Алексей Владимирович;142;Уголовный процесс;пр.;179
АШРР41;4;4;25-703 24-702;2;асс.Новичихина Анастасия Андреевна/ст.пр.Егорова Анастасия Владимировна;145;Архитектуное реконструктивно-реставрационное проектирование. Часть 1;лаб.;24849/3396
МКДК31;2;4;24-502;2;ст.пр.Костырина Елена Константиновна;149;Книжная графика;л.;3227
АИТВ11;4;3;01-421 01-427;2;доц.Чебанова Елена Владимировна/доц.Брылева Марина Анатольевна;34;Физика;лаб.;3534/3526
ЮОЗЮS21;5;1;22-402;2;ст.пр.Семиглазова Владислава Андреевна;37;Экономика;пр.;1377
ИТД12;3;2;22-502;1;доц.Куликов Дмитрий Константинович;46;Философия;л.;3588
ЮОЗЮS33;2;2;25-513;2;доц.Москалева Татьяна Александровна;51;Административный процесс;пр.;22684
ЮОЗЮS21 ЮОЗЮS22 ЮОЗЮS23;2;1;25-118;2;доц.Понежин Михаил Юрьевич;85;Гражданское право;л.;23057
ЮОЗЮ22;2;2;25-311;1;доц.Ильясов Денис Борисович;86;Правоохранительные органы;пр.;23304
АИТВ32;5;4;21-122;1;ст.пр.Пирожникова Анастасия Петровна;104;Отопление;лаб.;3174
АИСК21;1;2;23-207;1;доц.Лапунова Кира Алексеевна;109;История архитектуры и строительства;л.;1394
АИВВ11;6;2;22-402;1;доц.Языев Сердар Батырович;110;Теоретическая механика;пр.;3328
АДАД11;1;2;21-403;2;доц.Маринченко Елена Викторовна;127;Практики работы с данными;л.;3008
АДТТП41;6;5;26-812 26-813;1;асс.Домбалян Анжелика Вагановна/ст.пр.Фиалкин Вячеслав Владимирович;128;Архитектура интеллектуальных транспортных систем;лаб.;22562/3373
АДГ31;5;5;25-206;1;ст.пр.Арсеньев Дмитрий Михайлович;132;Автоматизация топографо-геодезических работ;л.;2918
АДОМ21;6;3;26-705;1;доц.Шевченко Ольга Юрьевна;135;Экономика недвижимости;л.;7
ИЭБ42;4;2;21-311а;1;асс.Сидоренко Елена Николаевна;142;Анализ и прогнозирование банкротств;пр.;7639
АША21;6;1;24-905;1;асс.Новичихина Анастасия Андреевна;145;История архитектуры и градостроительства;лаб.;24849
МКОЗДС41;4;3;22-502;2;доц.Наумова Екатерина Григорьевна;149;Синтез искусств в формировании среды;пр.;3224
АСП13;3;1;01-436 01-433;1;доц.Русакова Елизавета Борисовна/проф.Павлов Андрей Николаевич;34;Физика;лаб.;3523/3533
ИОЗЭ12 ИОЗЭ13;3;2;25-217;1;доц.Беликова Светлана Владимировна;37;Макроэкономика;л.;9
ЮЮ32;5;2;25-513;2;проф.Сачков Андрей Николаевич;51;Гражданский процесс;пр.;3612
